cif_id,nepali_fiscal_year,schm_type,dr_tran_volume,cr_tran_volume,dr_month_count,cr_month_count,total_debit_transaction,total_credit_transaction,total_yearly_saving,cif_id__1,birth_year,age,age_group,employment_status,marital_status,occupation,salary_per_month,gender,total_credit_withdrawal_volume,withdrawal_volume,total_accounts,total_saving_accounts,total_fixed_accounts,total_loan_accounts,total_overdraft_accounts
DLNINDV1593478,2080/2081,TDA,467630.15,166.4,1,1,24,7,-467463.75,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,50.0,131410.0,1,1,2,3,131360.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,257900.0,0,1,0,3,257900.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,104116.0,0,1,0,1,104116.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,1000.0,0,1,0,1,1000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,257900.0,0,1,0,3,257900.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,2.0,410915.99,1,1,1,10,410913.99,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,38224.38,0,1,0,4,38224.38,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,467630.15,166.4,1,1,24,7,-467463.75,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,42150.0,0,1,0,1,42150.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,435882.6,9.0,1,1,22,6,-435873.6,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,579037.54,480008.0,1,1,20,1,-99029.54000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,42150.0,0,1,0,1,42150.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,50.0,131410.0,1,1,2,3,131360.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,18500.0,0,1,0,2,18500.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,200000.0,0,1,0,1,200000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,472525.51,513.54,1,1,21,5,-472011.97000000003,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,5.0,310740.17000000004,1,1,1,9,310735.17000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,38224.38,0,1,0,4,38224.38,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,200000.0,0,1,0,1,200000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,104116.0,0,1,0,1,104116.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,200000.0,0,1,0,1,200000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,15.0,565500.0,1,1,1,4,565485.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,435882.6,9.0,1,1,22,6,-435873.6,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,2.0,410915.99,1,1,1,10,410913.99,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,38224.38,0,1,0,4,38224.38,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,50.0,131410.0,1,1,2,3,131360.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,149840.43,14.5,1,1,26,6,-149825.93,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,5276.299999999999,13000.0,1,1,4,3,7723.700000000001,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,517751.0,31019.0,1,1,40,7,-486732.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,38765.0,0,1,0,1,38765.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,38224.38,0,1,0,4,38224.38,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,38765.0,0,1,0,1,38765.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,205000.0,0,1,0,5,205000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,38765.0,0,1,0,1,38765.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,2.0,410915.99,1,1,1,10,410913.99,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,472525.51,513.54,1,1,21,5,-472011.97000000003,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,200000.0,0,1,0,1,200000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,435882.6,9.0,1,1,22,6,-435873.6,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,579037.54,480008.0,1,1,20,1,-99029.54000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,472525.51,513.54,1,1,21,5,-472011.97000000003,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,42150.0,0,1,0,1,42150.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,2.0,410915.99,1,1,1,10,410913.99,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,5.0,310740.17000000004,1,1,1,9,310735.17000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,431400.0,0,1,0,4,431400.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,50.0,131410.0,1,1,2,3,131360.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,15.0,565500.0,1,1,1,4,565485.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,104116.0,0,1,0,1,104116.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,149840.43,14.5,1,1,26,6,-149825.93,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,55099.97,4.5,1,1,23,5,-55095.47,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,42150.0,0,1,0,1,42150.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,467630.15,166.4,1,1,24,7,-467463.75,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,18500.0,0,1,0,2,18500.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,104116.0,0,1,0,1,104116.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,15.0,565500.0,1,1,1,4,565485.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,205000.0,0,1,0,5,205000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,472525.51,513.54,1,1,21,5,-472011.97000000003,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,431400.0,0,1,0,4,431400.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,0.0,431400.0,0,1,0,4,431400.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,517751.0,31019.0,1,1,40,7,-486732.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,435882.6,9.0,1,1,22,6,-435873.6,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,517751.0,31019.0,1,1,40,7,-486732.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,205000.0,0,1,0,5,205000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,55099.97,4.5,1,1,23,5,-55095.47,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,149840.43,14.5,1,1,26,6,-149825.93,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,257900.0,0,1,0,3,257900.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,55099.97,4.5,1,1,23,5,-55095.47,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,149840.43,14.5,1,1,26,6,-149825.93,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,467630.15,166.4,1,1,24,7,-467463.75,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,431400.0,0,1,0,4,431400.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,1000.0,0,1,0,1,1000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,579037.54,480008.0,1,1,20,1,-99029.54000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,TDA,5276.299999999999,13000.0,1,1,4,3,7723.700000000001,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,0.0,1000.0,0,1,0,1,1000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,0.0,38765.0,0,1,0,1,38765.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,5.0,310740.17000000004,1,1,1,9,310735.17000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,257900.0,0,1,0,3,257900.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,18500.0,0,1,0,2,18500.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,55099.97,4.5,1,1,23,5,-55095.47,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,517751.0,31019.0,1,1,40,7,-486732.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,SBA,0.0,1000.0,0,1,0,1,1000.0,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,ODA,5276.299999999999,13000.0,1,1,4,3,7723.700000000001,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,5276.299999999999,13000.0,1,1,4,3,7723.700000000001,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1593478,2080/2081,LAA,579037.54,480008.0,1,1,20,1,-99029.54000000004,DLNINDV1593478,1999,26,Gen Z,Salaried,UNMARRIED,SERVICE,12500.0,F,3280499.0,High Withdrawal,1,1,0,0,0
DLNINDV1884561,2080/2081,LAA,999000.0,0.0,1,0,1,0,-999000.0,DLNINDV1884561,1995,30,Gen Y,Salaried,UNMARRIED,SERVICE,20833.333333333332,F,110425.08,Moderate Withdrawal,13,11,2,0,0
DLNINDV1884561,2080/2081,ODA,999000.0,0.0,1,0,1,0,-999000.0,DLNINDV1884561,1995,30,Gen Y,Salaried,UNMARRIED,SERVICE,20833.333333333332,F,110425.08,Moderate Withdrawal,13,11,2,0,0
DLNINDV1884561,2080/2081,LAA,0.0,500.0,0,6,0,1,8000.0,DLNINDV1884561,1995,30,Gen Y,Salaried,UNMARRIED,SERVICE,20833.333333333332,F,110425.08,Moderate Withdrawal,13,11,2,0,0
DLNINDV1884561,2080/2081,SBA,0.0,102.41,0,1,0,1,102.41,DLNINDV1884561,1995,30,Gen Y,Salaried,UNMARRIED,SERVICE,20833.333333333332,F,110425.08,Moderate Withdrawal,13,11,2,0,0
DLNINDV1884561,2080/2081,TDA,0.0,1000.0,0,1,0,2,1000.0,DLNINDV1884561,1995,30,Gen Y,Salaried,UNMARRIED,SERVICE,20833.333333333332,F,110425.08,Moderate Withdrawal,13,11,2,0,0
