cif_id,cluster_id
C000339233,3
C000339233,3
C000339233,3
C000339625,1
C000341310,1
C000341549,1
C000341588,0
C000341866,2
C000342455,3
C000342466,1
C000346668,0
C000346991,1
C000346991,1
C000349920,1
C000350558,1
C000350584,1
C000351079,4
C000352131,1
C000352194,1
C000352256,1
C000352498,0
C000354609,3
C000354734,1
C000355322,1
C000355897,1
C000356363,1
C000357425,1
C000357498,3
C000357498,3
C000357541,2
C000360215,3
C000360634,1
C000361214,0
C000361392,1
C000362186,1
C000362311,1
C000362311,1
C000362626,1
C000362834,1
C000362855,1
C000363202,1
C000364585,1
C000364585,1
C000366213,0
C000366641,4
C000367024,1
C000367049,1
C000367189,1
C000367454,4
C000367648,1
C000368392,3
C000368392,3
C000368517,1
C000369364,1
C000372841,0
C000375033,1
C000375298,1
C000375638,0
C000377536,1
C000377620,0
C000378650,2
C000379410,1
C000379963,0
C000379963,0
C000382492,4
C000382542,0
C000384030,1
C000384131,0
C000385594,1
C000386416,1
C000387309,1
C000388721,1
C000390341,1
C000390783,0
C000393900,1
C000393920,0
C000393920,0
C000393920,0
C000394544,0
C000395682,1
C000396005,2
C000396770,1
C000397341,1
C000397481,1
C000397740,3
C000397740,3
C000398332,1
C000398871,1
C000400964,3
C000403036,3
C000405852,1
C000408666,0
C000409020,0
C000409158,4
C000411370,1
C000412552,0
C000412954,0
C000414103,2
C000414105,2
C000414249,1
C000414509,2
C000415181,1
C000415524,0
C000416107,3
C000416322,1
C000416552,0
C000421278,0
C000421278,0
C000421649,0
C000421651,0
C000422418,2
C000422725,3
C000422725,3
C000424006,1
C000425541,1
C000426248,0
C000428257,0
C000429329,1
C000430309,1
C000430841,0
C000431546,0
C000432029,1
C000432036,2
C000432257,1
C000432357,2
C000433185,0
C000434291,1
C000434578,4
C000435389,0
C000435546,1
C000435694,2
C000435912,1
C000435995,1
C000436187,1
C000436233,4
C000436513,4
C000438268,0
C000439144,1
C000440077,1
C000440512,2
C000440566,1
C000440660,3
C000440823,3
C000440823,3
C000441452,0
C000441452,0
C000441585,4
C000443956,3
C000443977,0
C000444864,1
C000444903,0
C000444999,4
C000445919,2
C000447076,0
C000447076,0
C000447388,1
C000447733,1
C000448375,3
C000448375,3
C000448451,1
C000448617,0
C000449972,1
C000450204,1
C000450280,4
C000450280,4
C000450280,4
C000450394,1
C000451066,1
C000453157,1
C000453747,1
C000453747,1
C000454049,1
C000455519,1
C000456000,2
C000456617,2
C000456942,1
C000457238,1
C000457753,2
C000457884,1
C000458016,1
C000458681,2
C000458833,1
C000458837,1
C000459086,1
C000460056,0
C000460889,4
C000461317,1
C000462197,1
C000462725,1
C000462739,0
C000463651,1
C000463655,1
C000463868,2
C000464617,0
C000465955,1
C000466319,1
C000467675,0
C000468161,0
C000468728,0
C000469548,1
C000471002,1
C000471192,2
C000471657,1
C000473458,0
C000474531,1
C000476265,1
C000476462,4
C000476783,1
C000477032,2
C000477231,1
C000478087,1
C000478670,1
C000479401,0
C000479501,1
C000479549,1
C000482114,1
C000483859,4
C000484539,1
C000486282,2
C000486516,1
C000487685,2
C000488105,1
C000489783,0
C000489831,1
C000490201,0
C000490203,1
C000490676,2
C000491301,0
C000491554,1
C000491986,1
C000492050,0
C000492702,1
C000493106,4
C000493330,1
C000493371,0
C000493464,1
C000494144,0
C000494958,1
C000494961,1
C000495353,2
C000496457,1
C000496732,1
C000496814,1
C000497094,1
C000497189,4
C000497472,0
C000498158,0
C000500055,1
C000500373,1
C000501077,1
C000501077,1
C000502318,0
C000502645,1
C000503426,0
C000503952,1
C000505124,1
C000505172,2
C000505369,2
C000505723,1
C000505723,1
C000505913,4
C000506533,4
C000507763,0
C000507788,0
C000507926,4
C000509404,1
C000510966,2
C000511300,1
C000511903,1
C000512018,1
C000512966,1
C000513628,1
C000513782,2
C000514540,1
C000514758,0
C000516065,0
C000519894,1
C000520077,1
C000801354,0
C000801560,0
C000801560,0
C000804213,0
C004403338,1
C004403614,1
C004403947,1
C004403948,1
C004404076,0
C004405078,0
C004405095,1
C004405672,1
C004405822,2
C004408006,1
C004408481,1
C004409527,2
C004409542,0
C004410342,4
C004411515,2
C004411567,1
C004411567,1
C004413875,4
C004415175,1
C004415378,1
C004416539,1
C004416990,2
C004417709,1
C004417859,4
C004419060,0
C004419404,0
C004419490,1
C004420846,4
C004421067,2
C004421652,2
C004422006,4
C004422160,1
C004422843,1
C004423027,0
C004423375,0
C004423787,0
C004424429,1
C004425332,0
C004425350,3
C004425471,1
C004425561,4
C004426929,1
C004426931,0
C004429114,0
C004431245,2
C004431442,4
C004432807,1
C004434538,2
C004436733,2
C004437239,1
C004437398,0
C004438588,1
C004440614,2
C004441062,1
C004441496,1
C004441792,1
C004442338,4
C004443444,1
C004443994,0
C004447781,1
C004452859,1
C004453982,0
C004454655,4
C004454968,0
C004459688,4
C004461076,2
C004461415,1
C004464507,3
C004464507,3
C004464947,1
C004465030,3
C004465413,2
C004467527,1
C004467575,1
C004467585,1
C004467585,1
C004467754,1
C004467813,1
C004468595,1
C004468755,1
C004469394,1
C004469754,1
C004469771,0
C004469771,0
C004471713,4
C004472534,1
C004473366,2
C004473380,0
C004473464,2
C004474848,1
C004475218,2
C004476399,1
C004476399,1
C004477839,1
C004478660,0
C004479830,1
C004480249,1
C004480616,0
C004480821,1
C004481119,3
C004481119,3
C004481456,1
C004482012,0
C004482205,4
C004482205,4
C004482533,2
C004482651,1
C004483008,1
C004483311,2
C004483389,1
C004483389,1
C004484285,1
C004484383,1
C004484985,2
C004485032,1
C004485045,0
C004485945,1
C004486266,1
C004486305,1
C004487181,1
C004488460,1
C004488813,1
C004489062,1
C004489714,1
C004489718,0
C004489863,1
C004490678,1
C004492063,1
C004492494,1
C004492657,1
C004492659,1
C004492829,1
C004492961,1
C004493851,1
C004494607,0
C004495425,1
C004496532,1
C004497727,1
C004498771,0
C004499650,1
C004500096,0
C004500475,4
C004500859,1
C004504057,1
C004504243,0
C004505758,1
C004505853,1
C004506675,1
C004507181,0
C004507789,1
C004508042,1
C004510295,1
C004512561,1
C004512837,1
C004512926,1
C004512928,2
C004512993,0
C004514487,0
C004514791,0
C004516117,1
C004516994,1
C004517705,0
C004517705,0
C004518270,2
C004518279,3
C004518750,1
C004519038,0
C004520173,0
C004521450,1
C004523318,1
C004524895,0
C004525331,1
C004526770,1
C004526798,1
C004527368,2
C004530531,0
C004530552,2
C004531098,0
C004531314,1
C004531780,4
C004532383,1
C004533963,1
C004533963,1
C004534213,4
C004534631,0
C004534749,1
C004535330,1
C004535851,0
C004536392,1
C004537780,1
C004538126,3
C004538278,0
C004538856,4
C004539155,0
C004539192,2
C004541784,1
C004542329,1
C004544049,0
C004544049,0
C004544361,1
C004544850,1
C004544953,0
C004545450,1
C004546247,0
C004546247,0
C004546481,1
C004546873,0
C004546876,4
C004547279,1
C004547793,0
C004547793,0
C004548042,1
C004548574,0
C004548793,1
C004548941,0
C004549283,1
C004549642,1
C004550638,2
C004552261,1
C004553466,1
C004553672,1
C004554058,4
C004554625,1
C004554898,1
C004555378,4
C004555484,1
C004555697,1
C004555697,1
C004556730,0
C004557448,0
C004557982,1
C004558450,4
C004558832,2
C004559155,0
C004561672,0
C004565668,4
C004565847,1
C004567574,1
C004567784,1
C004569218,1
C004569682,1
C004569877,1
C004570529,1
C004573516,0
C004573992,1
C004574385,1
C004574649,1
C004576518,0
C004576518,0
C004577126,1
C004578758,1
C004578773,1
C004578980,2
C004579846,1
C004583258,1
C004584674,1
C004585544,1
C004587050,1
C004587216,1
C004587657,4
C004588538,1
C004588809,4
C004589718,1
C004589959,1
C004590477,1
C004592979,1
C004593794,0
C004594035,1
C004594222,1
C004594302,1
C004594930,0
C004594930,0
C004595700,1
C004595887,1
C004596078,1
C004596435,1
C004596439,1
C004597413,0
C004598152,1
C004598502,1
C004598607,0
C004598972,0
C004600479,2
C004600519,0
C004600900,1
C004602809,3
C004603060,0
C004603301,1
C004604005,1
C004604221,1
C004606037,0
C004606342,2
C004701150,1
C004701198,1
C004701300,1
C004701300,1
C004701324,1
C004701344,2
C004701352,1
C004701417,2
C004701438,1
C004701561,0
C004701573,1
C004701579,2
C004701579,2
C004701627,1
C004701637,1
C004701637,1
C004701639,1
C004701692,2
C004701713,1
C004701760,1
C004701810,1
C004701853,2
C004701919,1
C004701927,1
C004701957,1
C004702017,1
C004702044,1
C004702044,1
C004702047,1
C004702062,1
C004702103,1
C004702113,1
C004702113,1
C004702147,1
C004702218,1
C004702231,1
C004702231,1
C004702266,1
C004702268,1
C004702342,1
C004702342,1
C004702375,1
C004702392,2
C004702394,1
C004702434,1
C004702523,1
C004702550,2
C004702617,1
C004702642,1
C004702642,1
C004702690,2
C004702690,2
C004702757,0
C004702757,0
C004702767,1
C004702863,1
C004702924,1
C004702924,1
C004703185,1
C004703185,1
C004703207,1
C004703207,1
C004703222,1
C004703366,1
C004703391,2
C004703391,2
C004703487,1
C004703521,2
C004703521,2
C004703526,2
C004703551,1
C004703634,1
C004703761,1
C004703776,1
C004703801,1
C004703845,1
C004703855,1
C004703872,1
C004703928,0
C004703929,2
C004703931,1
C004703931,1
C004703987,1
C004703987,1
C004704008,1
C004704008,1
C004704014,2
C004704115,1
C004704115,1
C004704155,1
C004704181,1
C004704225,1
C004704225,1
C004704318,1
C004704495,1
C004704541,1
C004704541,1
C004704589,2
C004704653,1
C004704674,1
C004704674,1
C004704703,1
C004704703,1
C004704734,1
C004704786,1
C004704895,1
C004705012,1
C004705012,1
C004705041,1
C004705069,2
C004705221,1
C004705249,2
C004705280,1
C004705280,1
C004705364,1
C004705364,1
C004705445,1
C004705445,1
C004705519,1
C004705530,1
C004705530,1
C004705555,1
C004705563,1
C004705582,3
C004705789,1
C004705866,2
C004705927,1
C004706029,1
C004706043,1
C004706072,1
C004706077,1
C004706135,1
C004706181,1
C004706195,2
C004706297,2
C004706351,2
C004706453,1
C004706453,1
C004706551,1
C004706551,1
C004706574,0
C004706618,1
C004706815,1
C004706815,1
C004706839,1
C004706895,1
C004707036,1
C004707064,1
C004707082,1
C004707082,1
C004707146,0
C004707146,0
C004707146,0
C004707189,0
C004707197,1
C004707200,1
C004707213,1
C004707505,1
C004707538,1
C004707721,1
C004707771,1
C004707796,1
C004707806,1
C004707809,2
C004708486,1
C004708889,2
C004709493,1
C004710084,4
C004710431,1
C004711789,1
C004712885,1
C004713044,1
C004713256,1
C004713313,1
C004713692,1
C004713792,1
C004713801,1
C004713801,1
C004713896,1
C004714787,1
C004714796,1
C004714985,2
C004715419,1
C004715632,1
C004716395,1
C004716497,1
C004717206,1
C004717224,1
C004717224,1
C004717314,2
C004717645,0
C004717733,1
C004717733,1
C004718713,1
C004718815,1
C004718907,1
C004719038,1
C004719085,1
C004719131,1
C004721289,1
C004721829,0
C004721842,0
C004722331,1
C004722537,1
C004722610,1
C004723015,1
C004723782,3
C004724468,1
C004724486,1
C004724635,1
C004724695,1
C004724741,2
C004725375,0
C004726176,1
C004726660,1
C004727437,0
C004728696,1
C004730092,1
C004730256,1
C004730328,2
C004730697,1
C004731241,1
C004731565,2
C004731594,2
C004732273,0
C004732354,1
C004732589,1
C004732667,1
C004733419,1
C004734030,0
C004734432,1
C004736064,4
C004736721,1
C004736735,1
C004737866,1
C004738126,1
C004738340,2
C004738523,0
C004739108,1
C004739861,1
C004740638,1
C004740638,1
C004741001,1
C004741056,1
C004741420,2
C004741981,1
C004742155,1
C004743067,1
C004743451,1
C004743528,3
C004743528,3
C004744483,1
C004744508,1
C004745472,1
C004745472,1
C004746192,1
C004746929,1
C004746929,1
C004746970,0
C004747027,1
C004747204,1
C004747291,1
C004747495,1
C004748065,1
C004748498,1
C004748937,0
C004748955,1
C004750117,1
C004750414,1
C004750617,0
C004750744,2
C004751245,0
C004751513,1
C004752343,1
C004752734,1
C004755018,1
C004755132,1
C004755220,1
C004755243,2
C004755243,2
C004756002,1
C004756716,1
C004757188,1
C004757990,1
C004759330,2
C004759438,1
C004759438,1
C004759818,2
C004759831,1
C004760671,2
C004761118,4
C004761407,1
C004761837,0
C004761983,2
C004762823,0
C004763303,1
C004765333,0
C004765462,1
C004765499,0
C004768433,2
C004768433,2
C004770137,1
C004770818,1
C004771075,1
C004771341,1
C004772453,0
C004774843,0
C004775428,0
C004775575,1
C004775613,4
C004776095,1
C004776118,0
C004776147,0
C004776191,0
C004776416,0
C004776647,0
C004776800,1
C004777051,1
C004777168,1
C004777919,1
C004777937,0
C004778342,1
C004778562,2
C004778967,1
C004779496,1
C004780662,1
C004780798,0
C004780862,0
C004781552,1
C004781742,0
C004781931,1
C004782468,2
C004782984,2
C004785006,1
C004785104,0
C004785862,1
C004786547,2
C004786547,2
C004786630,1
C004787099,1
C004787884,2
C004788066,1
C004788480,1
C004788638,0
C004788750,1
C004789253,2
C004789610,1
C004790531,1
C004791536,1
C004792577,1
C004793033,0
C004794226,1
C004794516,2
C004794713,1
C004795440,0
C004795568,2
C004795941,0
C004797058,1
C004797485,1
C004797929,1
C004798207,2
C004799050,2
C004799050,2
C004799230,1
C004799857,1
C004800666,1
C004802330,1
C004803321,1
C004803367,0
C004803367,0
C004803378,1
C004804322,1
C004804643,1
C004804649,0
C004804658,0
C004805221,1
C004805327,1
C004806309,2
C004806320,1
C004807050,1
C004807056,1
C004807060,1
C004807142,1
C004807735,1
C004807768,1
C004807777,1
C004807798,1
C004808615,0
C004808630,0
C004808698,2
C004808700,1
C004808702,1
C004808715,1
C004809715,1
C004810483,1
C004810503,1
C004962787,2
C004962812,1
C004962817,0
C004962828,1
C004962832,1
C004962833,1
C004962838,3
C004962874,1
C004962920,1
C004962979,1
C004963019,1
C004963023,1
C004963024,1
C004963027,4
C004963051,2
C004963068,1
C004963193,4
C004963237,1
C004963269,2
C004963299,2
C004963310,1
C004963331,1
C004963342,1
C004963346,1
C004963355,0
C004963400,1
C004963402,1
C004963420,1
C004963443,1
C004963455,0
C004963479,1
C004963534,1
C004963546,0
C004963546,0
C004963554,0
C004963559,1
C004963591,0
C004963602,1
C004963653,1
C004963702,2
C004963706,2
C004963731,1
C004963750,0
C004963756,1
C004963761,1
C004963780,1
C004963832,0
C004963859,0
C004963865,1
C004963869,1
C004963871,1
C004963872,2
C004963948,1
C004963960,1
C004963970,1
C004963992,1
C004964016,1
C004964036,1
C004964159,0
C004964203,1
C004964212,1
C004964236,2
C004964261,1
C004964273,0
C004964330,0
C004964350,0
C004964361,1
C004964371,1
C004964415,1
C004964463,1
C004964491,1
C004964496,1
C004964527,1
C004964540,1
C004964572,1
C004964575,1
C004964580,2
C004964616,1
C004964636,1
C004964654,3
C004964707,1
C004964723,1
C004964724,0
C004964745,1
C004964778,1
C004964779,1
C004964791,4
C004964811,2
C004964826,1
C004964842,1
C004964859,3
C004964861,1
C004964863,1
C004964872,1
C004964880,1
C004964884,2
C004964888,0
C004964891,1
C004964903,4
C004964916,0
C004964917,1
C004964972,4
C004964976,2
C004964982,1
C004964994,4
C004965046,0
C004965061,1
C004965127,0
C004965143,1
C004965143,1
C004965167,1
C004965224,1
C004965240,0
C004965285,0
C004965288,0
C004965288,0
C004965348,3
C004965357,1
C004965396,0
C004965408,2
C004965422,1
C004965440,0
C004965458,1
C004965465,1
C004965497,1
C004965505,0
C004965528,2
C004965587,2
C004965634,2
C004965643,1
C004965676,1
C004965679,1
C004965685,1
C004965695,1
C004965729,3
C004965749,1
C004965799,1
C004965878,2
C004965934,1
C004965943,2
C004965957,1
C004965968,2
C004966020,1
C004966047,1
C004966076,1
C004966107,1
C004966127,1
C004966133,4
C004966146,1
C004966157,1
C004966170,1
C004966172,1
C004966210,1
C004966222,1
C004966224,4
C004966245,1
C004966282,1
C004966304,3
C004966306,1
C004966318,1
C004966329,1
C004966337,1
C004966339,1
C004966378,0
C004966396,0
C004966415,1
C004966440,0
C004966461,2
C004966484,1
C004966491,1
C004966511,2
C004966517,0
C004966518,0
C004966528,1
C004966543,1
C004966549,0
C004966628,1
C004966662,4
C004966665,1
C004966671,1
C004966673,1
C004966691,2
C004966733,1
C004966753,1
C004966792,1
C004966815,1
C004966816,1
C004966858,0
C004966870,1
C004966871,3
C004966931,0
C004966931,0
C004966949,1
C004966966,2
C004966968,1
C004967097,1
C004967116,1
C004967139,1
C004967147,1
C004967170,0
C004967175,1
C004967184,1
C004967188,1
C004967197,0
C004967246,1
C004967259,1
C004967278,1
C004967304,1
C004967321,1
C004967347,2
C004967387,1
C004967390,1
C004967413,1
C004967413,1
C004967451,1
C004967465,1
C004967474,1
C004967495,0
C004967563,0
C004967565,0
C004967567,0
C004967601,1
C004967633,0
C004967640,1
C004967675,4
C004967684,1
C004967697,1
C004967714,0
C004967721,1
C004967725,1
C004967730,1
C004967756,4
C004967763,2
C004967775,2
C004967843,3
C004967883,4
C004967902,3
C004967909,2
C004967921,1
C004967924,2
C004967977,1
C004967992,2
C004968001,0
C004968002,0
C004968031,1
C004968048,1
C004968068,1
C004968124,1
C004968156,0
C004968161,0
C004968225,0
C004968253,0
C004968263,1
C004968265,1
C004968289,2
C004968290,1
C004968313,2
C004968380,1
C004968419,1
C004968432,3
C004968459,3
C004968465,2
C004968499,1
C004968512,1
C004968529,1
C004968561,1
C004968565,1
C004968587,1
C004968613,2
C004968614,1
C004968641,1
C004968678,1
C004968679,1
C004968698,1
C004968724,1
C004968725,4
C004968740,1
C004968754,1
C004968757,1
C004968764,1
C004968766,1
C004968768,1
C004968779,0
C004968796,1
C004968800,1
C004968802,4
C004968837,1
C004968850,1
C004968857,0
C004968860,1
C004968871,1
C004968894,0
C004968901,1
C004968910,1
C004968932,1
C004968941,1
C004968955,1
C004968967,1
C004969003,1
C004969054,2
C004969064,2
C004969171,2
C004969213,4
C004969214,0
C004969214,0
C004969216,1
C004969219,1
C004969220,1
C004969248,1
C004969253,1
C004969262,2
C004969309,1
C004969388,1
C004969432,2
C004969467,3
C004969503,1
C004969505,2
C004969520,1
C004969534,2
C004969544,1
C004969630,2
C004969659,3
C004969660,2
C004969692,1
C004969726,2
C004969756,1
C004969780,3
C004969818,1
C004969850,1
C004969889,1
C004969899,4
C004969905,4
C004969905,4
C004969933,1
C004969936,3
C004969939,3
C004969961,4
C004969973,1
C004970004,1
C004970014,1
C004970015,2
C004970020,1
C004970060,0
C004970065,1
C004970071,1
C004970093,1
C004970133,1
C004970135,1
C004970140,0
C004970145,1
C004970147,1
C004970196,0
C004970205,3
C004970211,1
C004970228,1
C004970242,1
C004970300,0
C004970336,4
C004970366,0
C004970367,0
C004970432,1
C004970433,0
C004970471,1
C004970508,2
C004970516,1
C004970560,1
C004970567,1
C004970613,0
C004970641,1
C004970648,1
C004970693,1
C004970735,1
C004970777,1
C004970781,1
C004970902,1
C004970906,2
C004970918,1
C004970964,1
C004971020,1
C004971021,0
C004971027,1
C004971028,0
C004971053,1
C004971091,0
C004971110,1
C004971153,4
C004971154,1
C004971156,1
C004971170,1
C004971199,0
C004971211,0
C004971279,1
C004971365,1
C004971401,0
C004971413,1
C004971483,1
C004971505,1
C004971515,2
C004971537,1
C004971557,1
C004971568,1
C004971587,1
C004971648,0
C004971675,1
C004971722,3
C004971738,0
C004971740,1
C004971745,1
C004971876,1
C004971880,0
C004971883,3
C004971883,3
C004971883,3
C004971909,0
C004971915,1
C004971925,1
C004971932,1
C004971945,2
C004971957,2
C004971978,1
C004971988,4
C004971995,2
C004972008,1
C004972016,1
C004972019,1
C004972043,0
C004972060,1
C004972061,1
C004972106,1
C004972125,1
C004972131,0
C004972150,1
C004972169,1
C004972178,3
C004972181,1
C004972211,1
C004972297,1
C004972320,1
C004972324,2
C004972346,3
C004972367,1
C004972369,1
C004972372,0
C004972393,1
C004972443,1
C004972460,0
C004972517,1
C004972533,4
C004972613,1
C004972647,1
C004972652,1
C004972678,2
C004972723,1
C004972734,2
C004972748,0
C004972750,1
C004972757,2
C004972773,0
C004972773,0
C004972774,2
C004972823,0
C004972830,0
C004972834,3
C004972850,1
C004972885,3
C004972902,0
C004972906,1
C004972942,1
C004972944,1
C004972963,2
C004972986,1
C004972988,2
C004973005,1
C004973030,1
C004973034,1
C004973065,4
C004973098,1
C004973133,1
C004973138,0
C004973195,4
C004973196,1
C004973197,1
C004973245,1
C004973254,1
C004973313,1
C004973377,3
C004973561,1
C004974144,1
C004974202,1
C004974213,1
C004974783,1
C004975299,1
C004975471,1
C004975675,1
C004975675,1
C004975683,0
C004976462,2
C004976855,1
C004977537,0
C004977560,1
C004977685,0
C004978712,1
C004979599,1
C004979814,1
C004980246,1
C004980490,0
C004980769,1
C004981393,1
C004981455,1
C004981455,1
C004982912,1
C004983352,1
C004983461,4
C004983903,0
C004984017,3
C004984321,2
C004984990,1
C004985082,1
C004986329,1
C004987344,0
C004987344,0
C004987959,1
C004988089,1
C004988127,4
C004988222,1
C004988314,1
C004988433,1
C004988466,1
C004989241,1
C004989784,0
C004989975,2
C004990457,1
C004990940,1
C004990943,1
C004990949,0
C004991220,2
C004991483,2
C004992017,1
C004992228,1
C004992913,1
C004992970,1
C004993539,1
C004993697,2
C004994419,0
C004994536,1
C004994575,1
C004994736,1
C004996160,1
C004996479,1
C004996607,1
C004997486,1
C004998207,1
C004999200,4
C004999332,2
C005000737,0
C005000876,0
C005000894,1
C005001044,1
C005001047,1
C005001253,1
C005001680,2
C005004368,1
C005004407,1
C005005455,1
C005006726,1
C005007737,2
C005010874,1
C005011755,1
C005012385,3
C005018337,2
C005018448,1
C005018544,1
C005018907,1
C005020567,1
C005021057,1
C005021320,2
C005021679,1
C005022246,1
C005023819,1
C005024273,1
C005025223,2
C005025248,1
C005025845,1
C005026277,2
C005026542,1
C005026624,0
C005028924,1
C005030998,1
C005031181,1
C005178216,1
C005178244,1
C005178319,2
C005178356,1
C005178390,3
C005178430,1
C005178465,1
C005178468,0
C005178494,1
C005178522,1
C005178524,2
C005178550,1
C005178584,1
C005178588,2
C005178618,1
C005178620,1
C005178631,1
C005178675,1
C005178746,1
C005178867,1
C005178880,1
C005178954,0
C005178993,1
C005178996,1
C005179013,1
C005179021,1
C005179021,1
C005179046,1
C005179073,1
C005179098,1
C005179135,1
C005179215,0
C005179229,0
C005179292,2
C005179319,1
C005179321,1
C005179374,1
C005179431,1
C005179498,0
C005179564,1
C005179572,1
C005179610,2
C005179704,1
C005179737,1
C005179747,1
C005179747,1
C005179761,1
C005179786,1
C005179791,2
C005179791,2
C005179821,1
C005179823,1
C005179849,1
C005179849,1
C005179853,1
C005179880,1
C005179890,1
C005179901,1
C005179901,1
C005179945,1
C005179985,0
C005180021,1
C005180048,1
C005180081,2
C005180081,2
C005180081,2
C005180116,1
C005180138,0
C005180156,1
C005180201,2
C005180206,2
C005180211,1
C005180217,1
C005180225,1
C005180269,0
C005180271,1
C005180307,1
C005180343,1
C005180355,1
C005180361,1
C005180378,1
C005180399,1
C005180428,1
C005180441,1
